age,income,gender,ideology,treatment,group,partisanship,vote_conservative,rate_conservative
54,-0.6577280701012301,1,-3.0851957398250036,1,d,republican,1,0.07628551985331167
32,2.111098536768399,1,-5.954031952080285,0,a,democrat,1,1.850583458192576
67,-0.07296693684404461,1,-2.7424329608794684,0,e,republican,1,0.6509305240657053
69,-0.9423931270969383,0,3.5999859767768108,0,b,democrat,1,1.9744182770690184
31,1.1450086577555576,0,-9.47172094830762,0,e,republican,1,1.8327355107996801
23,0.31087637543303376,1,-7.680537166982406,0,e,republican,1,-0.02394475826248199
31,0.3921338013602793,1,-1.9873381242974535,1,b,republican,0,-1.997812815847135
69,-1.8945938876457724,0,1.454337847990118,1,e,republican,0,-1.345711881213882
43,-0.3415116395988449,0,2.7270345176235367,1,a,republican,1,-0.3429679613161645
31,0.06977371438930127,1,-7.265561183805316,1,c,republican,1,0.6913232665156632
46,-0.1603570680030665,0,-3.2204848147309466,1,b,democrat,0,1.4766030179022298
40,-1.0143391761354321,1,1.6571644912449575,1,c,republican,0,-0.7355835571512755
48,-0.33182774858014313,0,-9.419326136689403,0,a,democrat,1,2.02907405073481
48,1.4406974018785552,0,-9.063336343295125,0,c,republican,1,2.258926403843468
43,-0.3902178639300671,1,7.480035558891927,0,c,democrat,0,-2.006605945028809
30,0.6424506244340201,0,-8.046740216225688,0,d,republican,1,2.9353877980679437
19,1.5132522260949561,0,-8.73794733189329,1,c,democrat,1,3.544438920850017
49,-0.14233358823939746,1,-6.715358379188212,0,a,democrat,1,0.5500827366123084
54,-0.13941996137466625,1,1.2367459337954205,1,c,republican,0,1.4588433364463302
45,1.1755075428263666,1,-4.257285246562419,1,a,democrat,1,0.8931858662035229
36,1.1837890142815162,1,9.182951363258816,0,a,democrat,0,0.9081379406339847
47,0.683407260572395,1,-8.47894787169242,0,b,republican,0,2.1285841263578362
31,-1.2151135991683686,0,-5.895248048984854,1,c,republican,1,2.47540515929179
40,0.5315612397864866,1,9.074661506857979,1,b,republican,0,-3.72105080805759
41,0.24542898324014836,1,9.855952455465292,0,d,democrat,0,0.652666498677608
48,0.25198780408983645,1,0.5723708186753313,1,d,republican,1,-0.05660516758785264
29,1.744459991154389,0,3.980959143168752,0,b,democrat,1,0.6776342518739
46,-0.9581001682083299,0,-8.481219239373779,1,a,democrat,1,2.892964760245203
28,1.824668955772265,1,9.855528985448942,1,d,democrat,0,-5.857528625051428
42,-1.679945382584341,1,9.851219945165898,1,c,democrat,0,-3.3964244206661567
27,-1.1144089223935807,1,-5.194691555569442,0,a,democrat,0,0.907979755716096
33,0.059151026885633236,1,-0.5059985799955271,0,d,republican,0,0.4887416226017063
36,-0.31570127516660096,1,6.158935622470121,0,e,democrat,1,0.36596131450111125
34,0.47043212515939087,1,6.856620300178701,0,e,democrat,1,-0.38372909485049556
25,0.7763924045810481,1,-9.72898295781086,1,e,democrat,1,2.874535095026199
42,-1.0646236039917711,1,-7.8850683730782585,0,a,democrat,1,2.656343394241218
29,-0.1826089379781782,0,3.798632127836573,1,d,democrat,0,0.6778000614147444
35,0.21144785911963318,0,4.564972044424371,1,c,republican,0,-2.5191573891330936
64,-1.3327252585186995,1,-0.016773868237843104,0,d,democrat,1,1.4541996840247071
25,-0.207569925025863,1,-2.616796108748587,1,d,democrat,1,-0.03809921694982854
29,-0.007829215574861964,0,5.78939384657936,1,c,democrat,0,-3.317045910271785
46,0.36526624130685414,1,-2.1377486622857305,1,e,republican,0,-0.5806832675949688
51,-0.4000279828678496,0,-2.336267620844284,0,a,democrat,1,0.7123943208155847
38,1.1325254871323034,1,-7.445943695029298,1,d,democrat,1,2.087503816585527
50,-0.09861629262045325,0,-3.1992261618252327,1,d,republican,1,1.2872250351761978
42,-0.21102219324552474,1,-9.799917312529757,0,e,democrat,1,0.8849676323536828
62,-1.5802377250484434,1,3.497677655824475,1,b,republican,0,-0.23638752201082147
23,-0.9296642239223476,0,9.009879857714562,1,a,democrat,1,-3.647263822425017
22,-0.5979036091737941,1,-9.042296515290762,0,d,republican,1,0.5212872717543376
25,-1.4329706633324106,0,4.2751559741851715,0,e,republican,0,-1.1126409139086686
42,-0.4669585682627883,0,-2.7005337252995654,1,d,democrat,1,1.3270223093387934
42,-0.8941447698661574,0,0.2888876234065325,0,b,democrat,0,-0.986704899704621
68,-3.317669052301425,1,-6.126240921753913,1,c,republican,1,1.893204785558049
62,0.8952795835300709,0,0.5056359046267911,1,d,republican,1,0.4352425971479035
52,1.1996293975279886,1,-4.730633530105877,1,d,democrat,1,0.6325999088341758
58,0.3816046016412054,0,-7.754386181925219,0,b,democrat,1,3.41342342774381
33,0.09017286394503267,1,-8.150128769643814,0,d,republican,0,1.675771321581107
31,-0.03744861958700113,0,-3.630242273967661,1,c,republican,1,2.2688394538437944
42,-2.333174030649046,0,0.8640685126936081,0,e,democrat,1,-0.1594851608254173
33,-0.06694958417405765,0,8.516708384296763,0,c,democrat,1,-0.7518084601971354
24,-1.453109102744753,0,8.859835313855548,1,c,republican,0,-3.092517389655188
39,-0.9714790720861265,0,-5.690536568593789,0,a,democrat,1,2.3508103826210984
60,-1.3975882827233266,0,2.0965904530097035,0,d,democrat,1,2.294366516918207
40,0.0858920869476687,0,-9.917047916707622,1,b,republican,1,4.044212736410311
29,2.650689880894302,1,2.3952619787300993,0,c,democrat,1,-0.8544681471088134
66,-0.48491976463958963,1,-9.871265428164913,0,b,republican,1,3.237044346868777
30,1.3700992261658103,1,-7.9345257316786455,1,c,republican,1,3.5098615651499956
46,0.4547011650183779,1,4.304976245574792,1,a,democrat,0,-2.6629506152108684
50,1.5785532766356458,0,5.153018981930604,1,e,republican,0,-0.7330796391528042
67,1.196180070511959,0,-7.016701126753874,0,e,democrat,1,4.136080332951432
33,-1.8391745787168658,0,-2.993899587778481,1,a,republican,1,3.008256143880836
62,1.1093813167800957,0,-6.422680064308082,0,d,republican,1,4.420875552791346
58,0.548177513169198,1,-6.070959727735687,0,d,republican,1,2.9121370778128277
60,-1.1517204958100407,1,-2.9999923059875133,1,e,republican,1,0.2522590976834216
63,0.40971539632621545,0,9.316023456786887,0,e,republican,1,1.5402696492590584
61,-1.42798751055705,0,6.810737059193247,0,d,democrat,1,0.8386754943897652
51,0.19589332192685763,1,7.064504256047819,1,e,democrat,1,-2.6945258128874547
68,1.1582025233159274,1,-2.2058331862579212,0,e,democrat,1,2.349246833965437
63,0.23935293131051022,0,-6.911483230324311,1,e,democrat,1,4.003251704260038
58,-1.2071373029811296,1,-1.334033257731699,1,d,democrat,1,0.502510281467448
43,-0.29753019753075516,0,2.4273618527579544,0,e,democrat,0,1.3658703735812363
27,0.34814544536372793,1,0.5916605978129486,1,e,democrat,1,-0.2644377498444477
55,0.8182868311136098,0,-6.251204260010985,0,b,democrat,1,1.6738121036027047
18,0.20050069640619805,0,3.7413505557775313,0,c,republican,1,0.611243500708339
36,-0.3655395678112991,1,4.332860181085838,1,e,democrat,0,-1.6296869506851241
41,-0.5541640205684963,0,-4.740142460527363,1,b,democrat,1,1.0144194333445486
21,0.4817048393360816,0,-1.7816018739708621,0,a,democrat,1,1.36524219285561
47,1.6345026744781215,0,7.032268666417497,0,b,republican,0,1.2291008706229198
34,0.7020613515959115,0,6.019824119933038,1,c,republican,0,-1.0488710040890892
38,-0.6432665531513789,1,6.574346864614014,1,c,republican,0,-3.275087405196025
36,1.2411123602780392,0,9.585027182651388,0,d,democrat,1,0.3950468168488226
66,-0.09741331833774172,0,-7.979170631219901,0,e,democrat,0,1.5529244210516766
32,1.4945376101306571,1,2.8966995648303477,1,e,republican,0,-0.9013600692019054
69,-0.074619662914451,0,3.9631657785461822,1,c,republican,0,0.882852684431001
33,1.093526628875739,1,4.39521138752931,0,a,democrat,0,-0.4169954778482098
69,-0.3104894886592399,0,-5.0594960385803,0,e,republican,0,2.683727478182241
35,-0.14497451690356059,1,2.599524249672978,1,e,democrat,1,-0.8538756005264418
68,1.441475876064396,1,-4.560995791792983,1,c,republican,1,2.7087809010679784
43,-1.2736650962028921,1,-2.9568454668106803,0,e,democrat,0,-0.28272080192947024
64,0.24020742671010786,1,-6.404812870072938,0,d,democrat,1,2.746582528901354
66,-0.5714902059702153,0,-4.265946615067668,1,a,democrat,1,2.6824837965019093
60,0.2904222564064719,1,3.7156136764079584,1,d,democrat,1,0.022068934293929088
35,0.12194246032465947,1,3.8818127875084905,0,c,republican,1,-0.47507324944771107
50,2.3175570748950767,0,-8.33952553963606,0,e,democrat,1,2.5903483072815017
35,0.35261295725302766,0,6.4287125521109125,0,c,democrat,1,-1.060278838125745
59,-1.2131002600434346,1,9.503949646094402,0,c,republican,1,0.9260519127306693
34,-0.4053373743794212,1,-2.365895051913734,0,b,democrat,1,0.8089536518738105
59,0.7167883762708513,1,7.22082331695842,1,e,democrat,0,-2.6687125284658326
44,-0.30889440594299544,1,4.949660448632558,1,b,democrat,0,-2.5278564166650233
30,0.7175782571799215,0,-6.792818239999514,0,d,republican,1,2.4132125383468086
68,1.3733734985152026,0,-9.850092744459154,1,b,democrat,1,2.1856922095880695
48,0.9749200514763439,1,-4.53078977547456,1,e,republican,1,3.131292002077229
35,-1.105930302657448,0,-5.246856281069148,0,b,democrat,1,0.24982871419456532
35,-0.5711898793040241,1,2.076159306532139,0,c,republican,1,-1.8611947246878895
34,0.08687326854880083,1,-1.9047070365618257,1,a,democrat,0,-1.142228084551489
18,-1.7797968290712234,0,5.261780024896137,1,b,democrat,0,-5.120159601941866
49,0.7156363393598382,0,9.900472580359597,0,d,democrat,1,-0.03777291764250165
55,-0.26294791245722426,0,3.362567385553037,0,e,republican,1,-1.3252500280225812
27,-0.17411680331343882,0,4.285373832838729,1,d,republican,0,-0.43770936385095416
18,0.3538908780533845,0,9.703969578174856,1,a,democrat,0,-4.267058751225233
56,-0.5872628258124307,0,-7.58849578786193,0,b,republican,0,0.728338879415849
40,1.5119538499040421,0,-4.468040651584264,0,c,republican,0,-0.10122147811920801
50,0.7549113806430717,1,8.074591981179282,1,b,democrat,0,-2.801523498947292
20,-1.3129561061671178,1,-0.6751755567242164,0,a,democrat,0,0.4064902004418353
21,0.05477740193571771,0,0.8237763900667581,0,d,republican,1,0.0743059359877371
49,-0.534806995800319,0,-8.265165069175222,1,b,republican,1,4.117924427646903
53,0.806390993804134,1,6.818751586293359,1,b,democrat,0,-1.817714997610626
45,0.7495481445975255,1,4.673079777341769,0,b,democrat,1,-0.04913302256708614
36,1.3793381298631935,0,-3.4351895261653054,1,a,republican,1,1.368506578606584
31,-0.47159461352763027,0,9.838726777965615,0,c,democrat,0,-0.07623303764048678
61,-0.2753070151733294,1,-5.8612325963029495,1,a,republican,1,2.119669092287871
66,0.23881724243893437,0,4.008724678332733,1,e,republican,0,-0.12701798051911006
47,0.3505246927677793,0,-7.0129505388109115,0,d,republican,1,1.059410282105412
63,-0.6466562799252142,0,-6.025660448151782,1,a,democrat,1,4.180091848498519
29,0.7148377423321859,1,-7.407075322367184,0,c,republican,1,0.4803394587718018
67,-0.07312783944354179,0,8.459548838907725,0,d,republican,1,0.3625627792178827
69,-2.462222578964985,1,-0.8313425773413847,1,b,republican,1,1.8136486025263654
40,-2.411231571792704,0,-0.8756976913919665,1,d,democrat,1,0.9388011336550728
55,-0.9959469622565148,1,-9.894723412189116,0,a,republican,1,1.6428493389936507
29,1.5278901748240077,1,7.749410030785988,1,e,democrat,0,-5.617409702904931
39,0.9120096369643274,0,3.8651109395619088,0,e,democrat,0,0.3996286310978886
51,0.33533195764373397,1,-4.524905981520524,1,d,democrat,1,2.035667843132076
49,-0.4056265938068263,1,-5.720774938769253,1,b,democrat,1,1.68623413256904
61,-0.11088236252296065,1,-9.563021911006949,1,e,republican,1,4.55628643224369
42,0.5601603766172364,1,-9.525278308469503,0,b,democrat,1,1.6476909334268712
50,-0.3773180817643784,0,1.992966454472672,0,b,republican,0,0.2881534053947694
55,1.2947290060312455,0,-8.081985884693985,0,c,republican,1,1.3961540036368212
27,1.5093729585459184,0,-0.7810468070303465,0,b,democrat,0,1.1136308234015686
58,1.1033312578333723,1,1.0185762636384474,0,e,republican,0,-1.655936974449883
55,-0.5920187213568002,1,-6.2240190320089255,1,e,republican,1,3.8249634065467277
61,-0.133800422446691,0,4.62351753882405,0,e,democrat,1,-1.2261670779246647
61,-0.05977087970643796,1,-0.9839922234357559,0,e,republican,1,0.50794608585883
44,0.2930623759832026,0,3.252715597055163,1,a,republican,0,-0.7608532236688645
25,-1.410831426992563,0,9.752109942988078,1,c,republican,0,-3.3098934912161257
26,1.254257741028727,0,6.0668843447210214,1,d,democrat,0,-2.7720481571284017
39,-0.8902765789969816,1,7.528049871634536,0,b,republican,1,-1.5325617051911817
26,0.17101354395526838,0,2.591787267182468,1,d,democrat,0,0.22450930521891288
46,0.05875538022401072,0,2.6191470358442803,0,d,democrat,1,2.198824174548627
63,-0.20765960380354537,1,7.173429460514448,0,c,republican,1,-1.000065844094842
48,1.1635857952918702,0,6.540353479151918,0,c,democrat,1,0.881214553055963
43,0.3692160112967567,0,-6.0103958632248915,0,d,democrat,1,2.6140909889115447
43,0.9047739212578174,0,3.146428440354434,1,d,republican,0,-3.7153482774762483
32,0.7623123480919106,0,-6.348366181144806,1,b,democrat,1,2.1985610430815106
35,-0.6815574789934213,1,-5.138407155099958,0,c,republican,1,1.3260429980710862
39,1.377823460557836,1,9.428159310103709,1,c,democrat,0,-4.648271822719923
31,1.184554791074167,0,4.562569366368475,1,b,republican,0,-4.031301711075781
59,-0.98206327463329,0,-8.133333341400649,0,b,republican,0,2.6551167121618633
51,-0.25046081914860097,1,-9.880503681453384,1,b,democrat,1,3.973842678636945
22,-0.3196709659917515,0,2.433215737643037,0,e,democrat,1,0.2981020851139864
41,0.3223925068176911,1,-7.96349989725933,0,c,democrat,1,2.055158161086143
48,0.4679119939511124,1,-4.454779939107993,1,c,democrat,1,2.6425333702550553
46,2.324048745443136,0,-4.402026315365437,0,c,democrat,1,1.9098875194518516
57,-0.8239527162994422,1,-3.3188374293085854,1,d,democrat,0,1.142406813707219
45,-0.302119484455294,0,-9.191052229721004,1,b,democrat,1,5.696418412849888
57,1.2359334850316481,1,-8.441122576604066,1,d,democrat,1,4.370817433561872
27,1.1906941727759563,1,1.9890811125662111,1,d,democrat,1,-1.1768885083818554
25,-0.7498960298028726,0,1.5025928724266322,1,a,democrat,0,-1.122780279127561
40,0.8152220232867637,1,-6.7135419949549435,0,c,democrat,1,1.3615069357714569
50,-0.36288141935305757,0,4.966123429527332,0,e,democrat,0,0.929571911530521
21,0.6432284140982379,1,6.838828664652141,0,c,democrat,0,-1.9270187471761675
27,0.6560640268114231,1,3.3184368350382716,0,d,democrat,1,-0.23314118418830307
30,1.7380860157439395,1,-9.970480536626683,0,b,republican,1,1.4129315486846084
22,-1.5228457528835433,0,2.2331792794706455,1,d,democrat,1,-0.3100047730017965
48,-0.7784035999893564,1,5.632051837558368,1,c,democrat,0,-2.468744551762645
24,0.5796330557723938,1,-9.730626292689436,1,b,republican,1,4.198840339627074
64,-1.0603355274696,1,-0.04992742928939009,0,d,democrat,1,1.1248871616342684
28,-0.5488485602084047,0,-4.098614516931287,0,e,democrat,1,1.4738012734874453
48,0.9418945805906738,0,-7.521761137892071,1,e,republican,1,3.028643643273111
27,-0.8443424755735767,0,5.986829763959051,0,c,democrat,1,0.9075343957491965
20,-0.5816056668989892,0,-1.0939553509817213,0,c,republican,1,0.9026020986607799
19,-0.003972119727177498,1,-7.859316678226569,1,b,democrat,1,2.212083882672083
67,-1.4804099417795848,1,-1.3628196303132611,0,c,democrat,1,2.2440925775117173
56,2.1652624890324046,0,-8.79450978143451,1,b,democrat,1,3.1877074390205733
69,-1.1239134910422115,0,6.926326924257413,0,d,democrat,1,1.0295813052661043
60,-1.945516359944117,1,-6.724779334127444,1,d,republican,1,1.7691219562066405
31,-0.1230110553204448,0,0.06393959476947941,1,e,democrat,1,-0.476268277845611
29,-0.4756451342025599,0,-0.35654303573257984,0,c,republican,0,0.15159040589940936
23,0.7921897526955268,1,4.8942747132642666,0,d,republican,0,1.2621498623104053
47,1.0492304714390075,0,0.9090161800881464,0,d,republican,0,2.473139169029695
65,-1.499162582062671,1,7.291397671997288,0,c,republican,0,0.5655365266674128
38,-1.0761909674137446,0,6.872254114644409,1,d,democrat,0,-0.5854108532438822
66,-1.0202628489048715,0,-5.046014457880979,0,a,republican,1,1.7879554261020643
60,2.218270994674486,1,7.181300716955338,0,e,republican,0,-0.6534675327269589
52,-0.10611793217449116,1,-4.1978463524411875,1,b,republican,0,1.3202924316048195
58,1.569927506322124,0,2.7259133505479944,1,c,republican,0,-2.399118892798944
64,0.07852881514275385,1,-4.911595298111173,0,d,democrat,1,2.289390195937016
50,0.03891701745312242,1,8.178275040027561,0,b,democrat,0,-0.3157482944491467
48,-1.4316340912936503,1,7.501399992221749,0,c,democrat,1,-0.7984459031902615
40,-0.023870547942988707,1,6.773375156946834,0,b,republican,0,-0.7747891666486686
23,1.0343507024739267,1,-1.1851508692285844,0,e,democrat,1,-0.40533766485529227
63,0.13291786572620232,0,-8.072576095899871,0,e,republican,1,2.4020378909743276
36,0.42019073861021516,0,0.19522755082883236,0,d,democrat,1,1.1883386052133773
68,0.35044300622356256,0,4.931756232291029,1,c,republican,1,-1.1921124283618785
66,2.448004803835113,0,1.061813007584604,1,d,democrat,0,2.442413116553785
62,-0.7837753314390079,0,-0.015400737193719038,1,c,republican,1,0.02338488711974751
19,0.7652473078728983,0,6.907412804299867,1,d,democrat,0,-3.247991537697929
61,0.7059600441358367,1,8.316041080463727,0,a,democrat,1,0.22965044778445753
31,0.7229868325524716,0,-4.693975551723724,0,a,democrat,1,1.7610081009931688
36,1.7584729245427826,0,8.735710725173174,1,d,democrat,0,-2.3228330204326637
45,-0.553109340813823,1,2.541116487278863,0,d,democrat,1,-2.0770820381334465
37,-0.6060290763773805,1,9.620405448368864,1,c,democrat,0,-4.246279008271371
55,0.19047261444646235,1,2.905488716965108,0,e,republican,1,0.6554581886822042
25,0.6407020804796019,0,8.184346560396865,1,b,republican,0,-5.343784329598765
42,-1.2572027721325028,1,4.415004789198548,1,d,democrat,0,-1.5035013975939435
57,-0.05970260128153225,1,0.6540970580287713,0,c,democrat,0,-2.0575397913465157
33,-0.4928630194887648,0,0.9189626586734434,1,b,democrat,1,0.5966187611323428
24,1.465512690043697,1,-1.911174834648584,1,a,republican,0,1.1489845754351733
62,1.592964290667986,1,-4.561527147880864,1,b,republican,1,4.2586473546403685
27,0.049792365162718594,0,-9.281578871451433,1,a,republican,1,5.778087782076419
68,1.0209819280712071,0,0.9925694229019975,0,d,democrat,1,1.6704419262469068
18,-1.936203287799734,1,-5.289986535077262,1,d,democrat,1,2.256013550971926
62,-0.42838615988417533,1,-6.44722898917403,1,a,republican,1,2.8271231348186676
22,-1.3708362911047567,0,1.8334861575824295,0,a,democrat,1,1.8815754437653487
32,-0.207727613166039,1,8.662068942612198,1,d,democrat,0,-4.226681341627554
63,0.8749764275458387,1,1.4675302300169673,1,d,republican,0,-1.878735813262042
22,-0.5769703178252482,0,0.7125874098712757,1,a,democrat,1,0.37079447941237165
24,0.004216724519230962,1,-1.73064063613454,1,c,democrat,0,0.6872305048721615
60,1.9690441943042387,1,-3.819689620433497,1,b,democrat,1,2.3125867277062446
27,0.5118776614492819,1,4.597769079581939,0,e,democrat,1,0.047711850333680084
62,2.7931657617311427,1,-4.524186826603884,0,e,republican,0,1.3464080267970928
66,-0.07761169593082363,1,9.54950483879751,1,d,republican,0,-4.287390383378373
54,-1.8453263662389763,1,-5.503258600890502,1,a,democrat,1,2.7392785830695128
44,0.4985390666395582,0,-0.0361603991647268,0,e,democrat,0,0.6382457368916461
56,-0.23220162791597526,0,1.1743352806880765,0,c,democrat,1,-0.44234048070357246
38,-1.4276696950068193,1,0.01771470695311983,1,b,democrat,0,-0.3186222745941213
27,-0.8802877263208972,1,4.7137661466432075,1,c,democrat,0,-3.3275955966764643
58,-1.7760044138230582,0,2.639934439831528,0,a,democrat,0,-0.2651458774823807
34,2.0585273595738793,0,1.8582566098825808,0,b,democrat,0,2.8955566816429656
29,-1.579252336913785,1,2.6635933869660846,1,e,democrat,1,-1.680207238263299
57,1.9141007293000483,0,7.322455962716731,0,e,republican,1,-0.8020044455918798
35,-0.34914812442875437,1,4.657841677725553,1,a,democrat,0,-2.185274711376483
57,0.10614172142238826,0,2.955654277172428,0,e,republican,0,-0.8292152469193381
67,0.3311008215068528,0,-7.572240961597001,1,c,democrat,1,4.423832056672934
51,1.0119058404454733,0,-8.072159203624443,1,c,democrat,1,2.5101415987152857
29,-1.7168155824230409,1,-9.24331953479989,1,d,republican,1,3.7902577027844493
32,0.16843196909827804,1,-8.14953026460236,0,d,republican,0,-0.047232506174856304
60,-2.0496105268281952,1,4.27153335062134,1,e,republican,0,-1.2458901605530903
33,0.4096933255291591,1,9.898827403541183,0,d,democrat,0,-0.618039136042488
39,-0.6140531616140972,0,3.970462872991005,0,e,republican,1,1.0618284965857159
23,-0.2947089988009155,0,-4.38646921904144,0,b,democrat,1,0.4103964744134445
66,1.2416521895399633,1,-0.5118329890916868,0,d,democrat,1,0.8849720524329888
31,-1.8205441260427524,0,-4.916809598264786,1,c,democrat,1,2.398256397400485
58,-0.06350356876957577,0,4.626857926159948,1,b,republican,0,-1.4644205774627461
21,0.4805674629550549,0,-2.03299130407379,0,b,republican,1,1.2465183856538296
49,0.20483258841622315,0,7.658195155906004,1,b,republican,1,-3.5410901146614466
30,1.983241586238749,0,-5.294922439694643,0,e,republican,1,2.5820414499900615
41,0.5270393306058149,1,9.857608276888929,1,c,democrat,0,-6.217337860895123
35,-1.082618607175865,0,1.9923468958787076,0,d,republican,0,0.42305500849388183
47,-0.4249207165246873,1,6.347071221479823,1,d,republican,0,-2.8348444302408344
23,-0.17644192271688092,1,-0.1312065605070245,0,c,democrat,0,0.008776048625560695
68,1.0067827942142993,1,9.954563076867252,1,d,republican,0,-1.8301857528654184
69,0.8286148307527215,0,-7.506222899197425,1,c,republican,1,3.801020207850975
38,0.3315912346647831,1,-4.941445727016493,1,b,republican,0,1.9904501043017864
23,0.4660906389258842,0,-3.8698060933976297,0,a,republican,1,0.02747228431480553
62,0.345375753283114,1,-6.817981861801147,0,b,democrat,1,2.4006550307971297
24,0.40893620006452386,1,8.67821853914603,1,d,republican,1,-5.092969743700738
58,0.3414533019907224,0,7.367750191305827,0,d,republican,1,-1.0825973514547416
34,1.9605166508997751,0,-0.1691959113466961,0,e,republican,0,2.369118845777505
28,1.0484762609044898,1,7.386192292906372,1,e,republican,0,-3.130429271436406
22,0.9360882629684997,1,-3.6345110354321797,0,b,republican,1,0.5401458762285262
40,0.7032710708709227,0,-1.8787408744471499,1,b,democrat,1,0.2657350834854091
37,0.7962026120005498,0,5.460752596966188,0,d,democrat,1,2.5617699700979557
39,-1.4267088424787933,0,-0.2185316058699982,0,b,republican,1,-0.46283066542731055
27,0.5128027977954817,1,7.867260656769361,1,d,republican,0,-4.751146807977889
53,-0.8404603997821662,0,-7.889764577231661,1,c,republican,1,4.607567889303859
53,1.8276102075494092,1,5.860589530619862,1,d,democrat,0,-3.028536071969683
66,0.23279634640635477,0,-3.6441429489587325,0,b,republican,0,0.25439865044360954
29,0.2991753951552275,1,5.882826983851029,1,e,republican,0,-1.423797346855073
59,1.6210977226108632,0,3.5819504745054402,0,a,democrat,0,0.6322850489646945
36,-0.8363009425793783,0,-5.4212451219121816,1,e,democrat,1,2.857806582841341
37,-1.3742849376484445,0,7.624839791631906,1,c,republican,0,-3.0961253697883655
59,0.4238245574630138,0,-2.1175253768387776,0,c,democrat,0,2.837050888068339
35,0.5024058074538407,0,-5.952060010325672,0,d,republican,0,2.4012501522792364
28,0.6114228114592142,0,-9.420259189912647,1,c,democrat,1,3.1523812717811044
54,-0.27897435293437656,0,2.7365429697619614,0,c,democrat,0,-0.4846873435594854
18,0.33697186749084096,1,7.075488754644784,0,c,republican,0,0.2832671850369822
48,-0.5331034288339179,1,-5.547216206778605,1,b,republican,1,3.075697192123865
39,-1.4015773429118759,0,3.043056704747695,1,a,republican,0,-0.91366112609807
50,0.7225044011178862,1,-1.0309116487502994,1,c,republican,0,-1.543038718699084
60,0.11687708947573867,1,8.011960541196462,1,b,democrat,0,-3.529572831575302
58,-1.3427340918472437,0,4.380597442978942,1,a,democrat,1,-1.6860409022408913
35,-1.467764356299234,1,5.138866250438845,1,e,democrat,0,-2.492863058950877
31,-1.1390515572317728,0,-6.647529934494029,0,c,republican,1,0.5905697309263765
21,0.3693959398720186,1,0.6758928072405812,0,b,democrat,0,1.1814820858239405
49,-0.9267338697849089,1,3.8878974304454204,1,b,democrat,0,-0.9710432749788576
50,0.29349382804776813,1,3.580379330067334,0,a,republican,1,-0.3679166829290654
50,-1.3757829190421467,1,-8.527975888415057,0,d,democrat,0,2.7789878306997
56,-0.2566159670668439,0,-2.152376381302128,1,a,democrat,1,1.4267404146693516
55,0.41192629053409346,1,-7.2258267514314145,0,b,democrat,1,0.04250980911536262
33,-0.8641868040202036,1,-9.678477387882687,1,a,democrat,1,2.6194715223657083
57,-0.6941556104197939,0,9.64351573068323,0,c,republican,0,0.47649267265476125
38,-1.3408823035916129,0,-2.4481537911119755,1,d,republican,1,2.053142974302608
49,1.0399779577271573,0,-3.6848892039963577,1,d,republican,1,2.070244974814978
43,-0.4906395205812746,1,-8.535953988072611,0,a,republican,1,-1.342727132683946
18,0.030407754931568016,0,4.524388154018579,0,e,democrat,0,0.049830072321275065
